video,title,isdone,n_chunks,transcription
التاريخ لي ماقرّاوناش - حلقة 2 ： برغواطة,,,,قرر ميسرة واللي معاه باش يوحدوا القبائل الأمازيغية ويديروا الثورة على الحكام العرب ميسرة غادي يوحد جيش كبير مكون من قبائل مختلفة وغادي يدير صاحبه طريف قائد على عسكر قبائل بورغواطة اللي جاية من تامسنا و غادي يستغل فرصة خروج الجيش العربي الرئيسي من المغرب في اتجاه صقلية باش يبدا الحرب سنة 739 ميلادية فهذاك العام اللي حكم فيه ميسرة غادي يعلن راسه خليفة للمسلمين وغادي يقدر يغلب جميع الجيوش العربية اللي بقات وماغاديش يحن في العمال والولات ديال الأمويين ملي فاش غادي يسقوا ليه الأخبار غادي يرجعوا الجيش ديالهم من صقلية في اتجاه المغرب وصيفطوا ليه جيش آخر من القيروان بقيادة خالد بن حبيب الجيش الأساسي اللي جاي من صقلية غادي يتعطل لكن جيش القيروان اللي عامر بزعماء العرب غادي يوصل هو الأول وتلاقى مع جيش الأمازيغ بالقرب من طنجة في المواجهة الأولى غادي يتقاتلوا بجوج بجوج واحد شوية لكن ميسرة غادي يأمر الجيش دياله باش يتراجع بشكل مفاجئ هذا القرار ما عجبش القادة ديال قبيلة زناتة اعتبروا ميسرة خواف وضعيف حيت تراجع زيد عليه أنه أعلن راسه خليفة وهو ما كينتاميش للقبيلة ديالهم ذاك الشيء علاش ناضوا قتلوه وداروا في بلاصته واحد منهم اللي هو خالد بن حميد الزناتي
التاريخ لي ماقرّاوناش - حلقة 2 ： برغواطة,,,,"هاد خالد غادي يستخدم طريقة ذكية باش يغلب جيش الأمويين غادي يدير الخيل موراهم الخابيات فوسطهم الحجر و يطلقهم هما اللولين على جيش العرب ذاك الصوت اللي كيخرج من الخابيات الأحصنة ديال العرب غادي تتخلع و تهرب ويتشتت الجيش ديالهم الشيء اللي خلى مهمة خالد الزناتي ساهلة في القضاء على جيش الأمويين وغادي يدير فيهم مجزرة كبيرة ويقتل منهم بزاف داك الشيء علاش تسمات هذه المعركة بغزوة الأشراف حيث ماتوا فيها بزاف ديال الأشراف العرب من بعد هذا الانتصار طريف غادي يطلع له الدم على ما قتل صاحبه ميسر و يقرر الانسحاب من الثورة ويرجع لتامسنا هو ولده صالح بينما خالد الزناتي اللي ولا قائد الثوار
"
التاريخ لي ماقرّاوناش - حلقة 2 ： برغواطة,,,,"غادي يكمل الهجوم ديالو على تيليسانساد.
"
التاريخ لي ماقرّاوناش - حلقة 2 ： برغواطة,,,,ومناطق الجزائر وتونس، وغادي يغلب الأمويين في جوج معارك كبار، لكن غادي يختفي فجأة ويجيب بلاصتو قاض أخرين غادي يحاولوا يحتلوا القيروان عاصمة الأمويين في شمال افريقيا. لكن غادي يفشلوا، والثورة ديالهم غادي تسالي ويتفرقوا. أما القصة ديالنا غادي تكمل مع طريف، اللي فاش رجع لتامسنا، وحد القبائل 29 اللي تماك تحت اسم برقواطه، وغادي يكون دوله جديده هو الملك ديالها. لكن ما حكمش بزاف ودغيا مات. ومن بعده جا ولده صالح بن طريف اللي غادي يشد الحكم في 744 ميلاديه. لكن هذا الصالح ما كانش ساهل، كان باغي يكون كثر من ملك. ذاك الشيء علاش غادي ينصب على سكان برقواطه ويقول لهم انه نبي. ومع فاش كان صغير مشى للعراق وتعلم التنجيم، غادي يبقى يتنبأ لهم بخصوص القمر اللي تعلم يحسبه ويجيبها لاصقة. وزاد قال لهم ان الاسم دياله صالح مذكور في القران في سوره التحريم.
التاريخ لي ماقرّاوناش - حلقة 2 ： برغواطة,,,,"فإن الله هو مولاه وجبريل وصالح المؤمنين والملائكة بعد ذلك ظهير.
"
التاريخ لي ماقرّاوناش - حلقة 2 ： برغواطة,,,,"ودار القران بالأمازيغية فيه 80 سورة.
"
التاريخ لي ماقرّاوناش - حلقة 2 ： برغواطة,,,,وباش تربط الآية القرآنية وما أرسلنا من رسول إلا بلسان قومه؟
التاريخ لي ماقرّاوناش - حلقة 2 ： برغواطة,,,,وقال لهم انه هو المهدي المنتظر اللي غادي يخرج في اخر الزمان باش يتقاتل مع المسيح الدجال وبذلك غادي يكون اسس دين جديد خاص بمملكه بورغواطه. هذا الدين غادي يبدا ينتشر بين القبائل الامازيغيات ديال المنطقه ومن الاركان دياله كانت الصلاه بحيث كيصلوا خمسه الصلوات في الصباح وخمسه بالليل بالامازيغيه وكيبداوها باوس ياكوش اللي كتعني بسم الله كيعاودوا فيها جمله مقري ياقوش اللي كتعني الله اكبر 25 مره كيصوموا شهر شعبان بلاصه رمضان وكيصلوا صلاه الجمعه نهار الخميس اما في الزواج فالراجل يقدر يتزوج قد ما بغى لكن محرم عليه بنات عمو وممنوع عليهم الزواج مع المسلمين والطوائف الاخرى.
التاريخ لي ماقرّاوناش - حلقة 2 ： برغواطة,,,,وكانت عندهم الزكاة كايأخذو فيها العشر وفي العقوبات كيقتلوا الشفار وكايجموا الزاني، أما في الماكلة فصالح حرم على الأتباع ديالو اللحم الراس ديال الحيوانات وحتى ديال الحوت وحرم البيض واللحم الديك اللي كايعتبروه مقدس ومازال دابا شي قبائل ديال زمور فيها تقاليد بحال هاكا ديال منع أكل البيض واللحم الراس. كيبان أن صالح تييق راسو وصحاب ليه أنه نبي ذاك الشيء فاش وصل لسن 47 سنة غادي يتخلى على الملك لولده إلياس وغادي يوصيه بالحفاظ على الدين ديالهم وما يحاولش ينشره حتى يتولى الدولة ديالو قوية باش يدير علاقات مزيانة مع الخلفاء الأمويين ديال الأندلس وأخيرا قال ليه أنه غادي يعاود يرجع في عهد سابع ملك بورغواطي من بعد صالح هز ساكو في كتافه وشد الطريق في اتجاه الشرق وما عمر عاود بان ليه خبار إلياس غادي يتبع النصائح ديال باه وغادي يخلي الدين ديالهم سري ويدير علاقة مع الأمويين وغادي يحكم مدة طويلة وكايعاودوا عليه أنه كان ملك عادل والله يعمرها دار. فاش مات إلياس غادي يشد بلاصته ولدو يونس لكن هذا يونس البورغواطي كان بحال جده صالح كان حتى هو قال لهم أنه نبي فبلاصت ما يخبع الدين ديالو بدا كايدعي القبائل المجاورة وكايقتل أي واحد ما دخلش في الدين لدرجة أن واحد النهار قتل 7700 واحد في خطرة واحدة من قبيلة صنهاجة حيث رفضوا يدخلوا في الدين الجديد. يونس حكم 44 عام وفي العهد ديالو فاش هرب إدريس الأول من يد العباسيين وجا للمغرب وبالضبط في وليلي باعوه بزاف ديال القبائل الأمازيغية على الإمامة فاش إدريس الأول ولا عنده جيش قوي غادي يبدأ الحرب ديالو على دولة بورغواطة غادي يوقعوا بيناتهم معارك كبيرة لكن فاش مات الملك يونس اللي ماكانش عنده ولاد شد الحكم واحد من العائلة كا يجي سميته أبو غافر. وفي العهد ديالو الإدالسة بقيادة إدريس الثاني
التاريخ لي ماقرّاوناش - حلقة 2 ： برغواطة,,,,غادي يقدروا يحتلوا بورغواطة ويرجعوها ديالهم، لكن ماشي لمدة طويلة، حيث فاش مات إدريس الثاني خلفو ولده محمد ثالث الحكام الأدارسة اللي قسم المغرب على ثمانية ديال خوتو، واحد منهم عيسى اللي هو حاكم تمسنا الجديد غادي يدير الثورة على خوه فهاد الأثناء ابو غفير غادي يستغل الحرب الأهلية ديال الأدارسة باش يجري عليهم من أرض بورغواطة ويرجع الحكم ديالهم كيف ما كان في الأول وحتى الدين ديالهم غادي يعاود ينتشر من جديد. من بعد وفاة الملك أبو غفير غادي يشد ولدو ابو الأنصار الحكم وغادي ترجع دولة بورغواطة قوية مرة أخرى. وفهاد الفترة بدا الصراع بين جوج دولات كبار بغاو يسيطروا على المغرب وهما دولة الفاطميين والدولة الأموية في الأندلس بورغواطة غادي تحالف مع دولة الأمويين مع كان جدهم صالح وصاهم باش يديروا مزيان معاهم وغادي تعاونهم في الحرب ديالهم ضد الفاطميين لكن هذا التحالف غادي يسالي نهار شد الحكم في الأندلس الحاجب المنصور بن أبي عامر اللي رجع الخليفة الأموية غير منصب صوري. هاد أبي عامر ما غاديش يحمل البرغواطيين حيت كفار ويبدا يهجم عليهم في نفس الوقت هجمات عليهم حتى جيوش الفاطميين وشي قبائل صغار كانوا حداهم بحال بني يفرن حتى هما زعموا عليهم لكن بورغواطة غادي تبقى تقاوم هاد التحالفات ضدها اللي مبنيين أساسا على أنها دولة كافرة حتى وصل العهد آخر الملوك ديالها المسمى أبو منصور عيسى وتماك غادي يبانوا المرابطين اللي بداو الانتشار ديالهم في المغرب وكان عندهم هدف إصلاحي ديني في نشر المذهب المالكي. ذاك الشي علاش كانت بورغواطة أكبر الأعداء ديالهم وحاولوا يقضوا عليها شحال من مرة في شحال من معركة.
